year,SSP1-1.9,SSP1-2.6,SSP2-4.5,SSP3-3.4,SSP3-7.0,SSP4-3.4,SSP4-6.0,SSP5-8.5,,,,total 1-1.9,total 1-2.6,total 2-4.5,total 3-3.4,total 3-7.0,total 4-3.4,total 4-6.0,total 5-8.5
2057,2.943,3.599,4.512,3.836,5.112,4.054,4.83,5.952,,,,2.942904414,3.599089987,4.51157747,3.836027239,5.112303552,4.053636207,4.829549999,5.951704427
2058,2.932,3.603,4.551,3.848,5.185,4.075,4.883,6.049,,,,2.931581201,3.603240553,4.550838813,3.847739924,5.184861575,4.075319612,4.883223816,6.048958452
2059,2.919,3.606,4.588,3.858,5.257,4.096,4.935,6.146,,,,2.919367915,3.606021347,4.588457744,3.858246466,5.256512527,4.095703737,4.935133091,6.145812875
2060,2.882,3.584,4.601,3.844,5.304,4.091,4.962,6.218,,,,2.882487014,3.583626908,4.601085229,3.844285526,5.303665584,4.090788392,4.962013333,6.218396923
2061,2.851,3.562,4.615,3.83,5.355,4.085,4.993,6.296,,,,2.850600798,3.561591073,4.614963657,3.829805367,5.355040699,4.084734564,4.992813922,6.296431074
2062,2.822,3.542,4.632,3.819,5.41,4.082,5.026,6.378,,,,2.822089884,3.542458211,4.631614844,3.818710085,5.409651443,4.081578008,5.026051656,6.378141357
2063,2.803,3.533,4.658,3.817,5.474,4.088,5.068,6.47,,,,2.803388135,3.53260974,4.657732212,3.817355785,5.474121954,4.087671919,5.068494947,6.470060528
2064,2.788,3.526,4.687,3.819,5.542,4.097,5.113,6.566,,,,2.788073326,3.525682657,4.686742859,3.819290367,5.54217928,4.096740554,5.113421754,6.565825982
2065,2.781,3.527,4.723,3.83,5.619,4.114,5.166,6.67,,,,2.78127094,3.526683767,4.723341942,3.8299077,5.618697531,4.113731082,5.165908269,6.670426019
2066,2.797,3.549,4.782,3.863,5.717,4.152,5.24,6.798,,,,2.796648619,3.549304982,4.781807213,3.862737668,5.717400615,4.15236637,5.239658069,6.797551178
2067,2.809,3.568,4.837,3.892,5.813,4.187,5.31,6.922,,,,2.808914265,3.568373714,4.836565775,3.892349789,5.812954604,4.187257389,5.309812633,6.922029472
2068,2.81,3.576,4.88,3.911,5.897,4.211,5.368,7.035,,,,2.809636363,3.575524992,4.879633653,3.910667944,5.897411565,4.210580468,5.367877909,7.035437212
2069,2.791,3.562,4.902,3.909,5.962,4.214,5.406,7.129,,,,2.79054298,3.56235217,4.902497496,3.909214631,5.961956892,4.21353016,5.405550395,7.129427278
2070,2.761,3.539,4.915,3.898,6.017,4.206,5.433,7.214,,,,2.761460869,3.538732648,4.914900861,3.897947742,6.016644829,4.206173965,5.432591067,7.214053068
2071,2.727,3.508,4.921,3.875,6.065,4.191,5.455,7.297,,,,2.727490521,3.507835596,4.920978275,3.874905926,6.064932983,4.190550356,5.455264032,7.297163607
2072,2.705,3.488,4.938,3.864,6.125,4.186,5.489,7.392,,,,2.705112133,3.487981404,4.938140203,3.863646623,6.124972857,4.185995244,5.488689588,7.392097267
2073,2.685,3.47,4.957,3.855,6.188,4.183,5.524,7.489,,,,2.685369377,3.470157575,4.957076846,3.855272022,6.188070208,4.183189717,5.523937581,7.489277009
2074,2.662,3.448,4.972,3.843,6.248,4.176,5.554,7.582,,,,2.661840389,3.447892841,4.971687319,3.843251061,6.24761025,4.175793059,5.554306526,7.582365599
2075,2.645,3.432,4.993,3.838,6.314,4.175,5.591,7.682,,,,2.645119065,3.431885262,4.99255184,3.838361492,6.314349494,4.174619204,5.590741078,7.682114387
2076,2.628,3.415,5.012,3.834,6.381,4.173,5.626,7.782,,,,2.628267337,3.415127229,5.012246151,3.833517905,6.380965435,4.172624695,5.625966226,7.781540676
2077,2.622,3.409,5.043,3.84,6.459,4.181,5.672,7.892,,,,2.622402658,3.40882056,5.042669707,3.839868087,6.458859864,4.180899634,5.671655712,7.891784402
2078,2.628,3.413,5.084,3.858,6.548,4.2,5.728,8.013,,,,2.627859398,3.413229416,5.083649373,3.857813429,6.548410029,4.199846778,5.727745681,8.013372538
2079,2.634,3.418,5.125,3.877,6.64,4.219,5.784,8.136,,,,2.634496041,3.418381488,5.125227847,3.877219155,6.639576913,4.219337731,5.784461458,8.13610714
2080,2.635,3.417,5.161,3.891,6.725,4.232,5.834,8.253,,,,2.635197721,3.416971497,5.160567115,3.89083372,6.724795008,4.232453562,5.834307286,8.253038967
2081,2.623,3.403,5.183,3.889,6.798,4.235,5.87,8.355,,,,2.623479794,3.403059253,5.183091898,3.88930037,6.798311419,4.235327015,5.869570655,8.355473691
2082,2.609,3.386,5.202,3.885,6.869,4.234,5.901,8.454,,,,2.608773226,3.385971834,5.202196614,3.884954883,6.86894886,4.234317382,5.901006831,8.454176563
2083,2.581,3.356,5.207,3.867,6.927,4.219,5.919,8.538,,,,2.580580343,3.355669483,5.207296953,3.867390037,6.926620432,4.218944795,5.918613786,8.537914116
2084,2.56,3.333,5.219,3.858,6.992,4.21,5.943,8.628,,,,2.560035218,3.333106757,5.219266127,3.857588966,6.992040498,4.210291428,5.943198204,8.627801843
2085,2.524,3.296,5.216,3.833,7.043,4.185,5.952,8.701,,,,2.524453818,3.295643201,5.215615542,3.832923357,7.042684491,4.185292268,5.951906813,8.701206021
2086,2.498,3.268,5.221,3.818,7.103,4.169,5.97,8.783,,,,2.498376269,3.267804793,5.220998398,3.81806082,7.103011829,4.169034138,5.969595704,8.78302333
2087,2.483,3.251,5.237,3.814,7.174,4.163,5.997,8.874,,,,2.483045017,3.250781915,5.236531048,3.814283345,7.174420781,4.162758982,5.997475419,8.87444738
2088,2.47,3.236,5.254,3.813,7.249,4.158,6.027,8.967,,,,2.470233556,3.236263843,5.253959609,3.813196075,7.248535348,4.158240486,6.027197636,8.967062372
2089,2.472,3.236,5.285,3.827,7.338,4.168,6.071,9.074,,,,2.47198976,3.236499474,5.285473731,3.826959156,7.337746732,4.167615839,6.071256705,9.073502764
2090,2.485,3.247,5.327,3.852,7.438,4.187,6.125,9.19,,,,2.484576176,3.247458049,5.327099996,3.851710398,7.43793723,4.187128401,6.125473525,9.189504073
2091,2.491,3.253,5.357,3.867,7.533,4.197,6.168,9.297,,,,2.49079112,3.252639545,5.357384208,3.867182832,7.532553836,4.196893972,6.167823276,9.296699665
2092,2.503,3.264,5.393,3.889,7.633,4.212,6.215,9.409,,,,2.502731313,3.2640561,5.392938488,3.888622041,7.633365702,4.211728637,6.215385988,9.409007415
2093,2.477,3.238,5.391,3.873,7.697,4.188,6.225,9.483,,,,2.477021974,3.238403408,5.390754374,3.872684984,7.696572226,4.188093362,6.224981239,9.482504647
2094,2.44,3.202,5.377,3.846,7.749,4.153,6.223,9.544,,,,2.439865069,3.201756263,5.376809443,3.845505493,7.748621806,4.152647767,6.222703765,9.543909165
2095,2.407,3.17,5.367,3.823,7.805,4.121,6.225,9.609,,,,2.407204889,3.170043145,5.367157352,3.823043831,7.805417668,4.121016273,6.224502238,9.609063514
2096,2.371,3.136,5.354,3.798,7.859,4.086,6.223,9.67,,,,2.371431676,3.13564573,5.354329948,3.797723258,7.859343778,4.085742614,6.222825656,9.670047097
2097,2.349,3.115,5.354,3.786,7.927,4.063,6.234,9.744,,,,2.349038614,3.115206457,5.354448255,3.785974357,7.927238251,4.063251686,6.23416751,9.743687564
2098,2.327,3.095,5.355,3.775,7.996,4.04,6.245,9.817,,,,2.326983186,3.095435258,5.35467229,3.774751179,7.995650769,4.040340901,6.245316147,9.816981823
2099,2.321,3.092,5.37,3.78,8.08,4.033,6.272,9.905,,,,2.320757722,3.091846385,5.370463724,3.779626332,8.080157987,4.032914481,6.27193839,9.905266908
2100,2.327,3.101,5.398,3.797,8.177,4.037,6.31,10.005,,,,2.326702073,3.100767202,5.398082648,3.796850002,8.177166108,4.036806521,6.310405287,10.00495589
2101,2.333,3.111,5.425,,8.276,4.043,6.349,10.103,,,,2.33253682,3.110839864,5.42520514,,8.275616491,4.042844071,6.34941655,10.10335645
2102,2.311,3.094,5.425,,8.346,4.021,6.361,10.173,,,,2.311284749,3.094039079,5.424915773,,8.345913478,4.021411505,6.360761726,10.17324706
2103,2.291,3.078,5.425,,8.415,4.001,6.373,10.242,,,,2.291101867,3.078159224,5.425252606,,8.414546398,4.000919054,6.372586073,10.24227018
2104,2.261,3.053,5.415,,8.471,3.971,6.374,10.3,,,,2.261360772,3.052650645,5.415483673,,8.471382488,3.970676119,6.374339853,10.29984399
2105,2.222,3.018,5.396,,8.516,3.931,6.366,10.346,,,,2.222073198,3.017540255,5.395912139,,8.51630864,3.930777475,6.366125919,10.34620038
2106,2.192,2.992,5.386,,8.569,3.9,6.367,10.4,,,,2.192434828,2.991995331,5.385529308,,8.568960811,3.900387076,6.366968508,10.40041065
2107,2.165,2.969,5.377,,8.622,3.872,6.37,10.456,,,,2.165410536,2.969015191,5.377439227,,8.622144288,3.872431839,6.369990976,10.45558257
2108,2.148,2.955,5.378,,8.683,3.854,6.382,10.518,,,,2.147619728,2.955248892,5.37835535,,8.682800731,3.853648937,6.381799092,10.51845474
2109,2.138,2.949,5.387,,8.749,3.843,6.401,10.588,,,,2.13761172,2.949148833,5.386679042,,8.749391525,3.842507767,6.401020157,10.58756525
2110,2.142,2.958,5.409,,8.829,3.846,6.434,10.67,,,,2.14208404,2.957538673,5.409296745,,8.828828666,3.845757539,6.434364614,10.66970988
2111,2.169,2.989,5.454,,8.929,3.872,6.49,10.773,,,,2.169251419,2.988589928,5.454370157,,8.929490827,3.871588381,6.490034092,10.77313938
2112,2.155,2.979,5.458,,8.987,3.856,6.504,10.834,,,,2.155390356,2.978519017,5.458034482,,8.98749946,3.856261585,6.504360425,10.83412425
2113,2.142,2.969,5.462,,9.045,3.842,6.519,10.895,,,,2.142363445,2.969168977,5.462416145,,9.044970543,3.841667209,6.519173208,10.89464437
2114,2.102,2.933,5.439,,9.074,3.8,6.507,10.927,,,,2.102291662,2.932877087,5.439488988,,9.073926083,3.799920116,6.506648075,10.92683788
2115,2.08,2.914,5.434,,9.12,3.776,6.512,10.976,,,,2.080035755,2.91445342,5.4341713,,9.119541523,3.775904424,6.51165014,10.97557869
2116,2.044,2.882,5.415,,9.15,3.738,6.503,11.01,,,,2.044190497,2.882426132,5.415124744,,9.150194899,3.738232498,6.502727132,11.00952901
2117,2.019,2.861,5.406,,9.19,3.711,6.504,11.053,,,,2.01862587,2.860768843,5.406227376,,9.190028409,3.710786346,6.503868511,11.05260953
2118,1.997,2.843,5.401,,9.233,3.687,6.509,11.099,,,,1.997192213,2.843279509,5.401262876,,9.232793167,3.687380278,6.508919757,11.09860466
2119,1.983,2.833,5.404,,9.282,3.671,6.521,11.151,,,,1.983187059,2.833315839,5.40368523,,9.281785586,3.671423852,6.521239875,11.15101684
2120,1.989,2.843,5.426,,9.35,3.675,6.553,11.222,,,,1.988943693,2.84300609,5.425544233,,9.34957848,3.674987008,6.552900872,11.22188705
2121,2.006,2.864,5.458,,9.427,3.689,6.595,11.303,,,,2.005755859,2.863726505,5.458264899,,9.427366381,3.689491972,6.595364433,11.30270869
2122,2.025,2.886,5.493,,9.506,3.706,6.64,11.384,,,,2.024574381,2.886447607,5.492826214,,9.505992025,3.705941923,6.639572406,11.38441963
2123,1.992,2.858,5.476,,9.533,3.671,6.632,11.414,,,,1.99204695,2.857789384,5.475822666,,9.532601227,3.67088045,6.632119118,11.41374887
2124,1.983,2.853,5.482,,9.581,3.659,6.648,11.465,,,,1.982967571,2.852565469,5.482101508,,9.581479074,3.659218438,6.647818597,11.46542069
2125,1.943,2.816,5.457,,9.598,3.616,6.632,11.485,,,,1.94294288,2.816338147,5.457274384,,9.598379872,3.616473365,6.632332857,11.48507912
2126,1.906,2.784,5.436,,9.618,3.577,6.62,11.507,,,,1.906497688,2.783693292,5.43582802,,9.618133581,3.57717991,6.620217267,11.50726059
2127,1.882,2.763,5.426,,9.649,3.55,6.62,11.54,,,,1.881783865,2.762799868,5.426011593,,9.648693022,3.549566447,6.619586611,11.54022981
2128,1.859,2.744,5.418,,9.68,3.524,6.621,11.575,,,,1.859388497,2.744191194,5.41837057,,9.680436483,3.52414179,6.621040042,11.57452928
2129,1.849,2.738,5.423,,9.724,3.511,6.635,11.62,,,,1.849342725,2.737960217,5.422981231,,9.72378894,3.510992255,6.634627382,11.62020828
2130,1.857,2.749,5.445,,9.784,3.515,6.665,11.682,,,,1.85671514,2.749126069,5.444847845,,9.783833528,3.515147889,6.665404696,11.682339
2131,1.896,2.792,5.498,,9.875,3.551,6.727,11.775,,,,1.895641832,2.791873156,5.498137808,,9.874742938,3.550806771,6.727490428,11.77506379
2132,1.891,2.791,5.508,,9.921,3.543,6.746,11.824,,,,1.891193979,2.791250931,5.507935172,,9.921354366,3.54299604,6.745996808,11.82351448
2133,1.888,2.792,5.519,,9.969,3.537,6.766,11.873,,,,1.88845187,2.792330254,5.519303782,,9.968935596,3.536767378,6.766019431,11.87278488
2134,1.859,2.767,5.504,,9.989,3.504,6.759,11.895,,,,1.859296267,2.767000773,5.50405348,,9.989395595,3.504063327,6.75937373,11.89471945
2135,1.822,2.733,5.48,,10.001,3.463,6.744,11.907,,,,1.82165086,2.733177758,5.480288116,,10.00058569,3.462830964,6.744080856,11.90734857
2136,1.779,2.695,5.452,,10.006,3.417,6.724,11.914,,,,1.779275506,2.694619374,5.451683332,,10.00628622,3.416727234,6.723863427,11.91437301
2137,1.758,2.677,5.444,,10.033,3.392,6.725,11.942,,,,1.758195999,2.677312697,5.444162091,,10.03263209,3.391858746,6.724701677,11.94178409
2138,1.737,2.66,5.437,,10.058,3.367,6.726,11.969,,,,1.737398619,2.660291349,5.436935238,,10.05849669,3.367183419,6.725656333,11.96862193
2139,1.721,2.648,5.434,,10.089,3.347,6.731,11.999,,,,1.721440365,2.648068599,5.434310624,,10.08867739,3.347242088,6.731206054,11.99949257
2140,1.713,2.644,5.439,,10.126,3.335,6.744,12.037,,,,1.713294083,2.643658904,5.439395136,,10.12595168,3.335034257,6.744399485,12.03736614
2141,1.722,2.657,5.462,,10.18,3.34,6.775,12.092,,,,1.722396155,2.656536805,5.461595516,,10.17972651,3.340003219,6.774653682,12.09169822
2142,1.733,2.67,5.485,,10.234,3.346,6.806,12.146,,,,1.732557422,2.670273804,5.484553573,,10.23386989,3.345995097,6.805524692,12.14599747
2143,1.725,2.666,5.489,,10.269,3.334,6.818,12.181,,,,1.724649922,2.665778325,5.488929578,,10.26890668,3.333989269,6.81769342,12.18109822
2144,1.719,2.663,5.495,,10.305,3.324,6.832,12.217,,,,1.719062239,2.663393308,5.495200405,,10.30528697,3.324331388,6.831668978,12.21734042
2145,1.706,2.653,5.493,,10.333,3.307,6.837,12.245,,,,1.705598067,2.652921009,5.493090244,,10.33261523,3.306844846,6.83726612,12.24459679
2146,1.678,2.628,5.476,,10.345,3.275,6.828,12.256,,,,1.677742121,2.627893964,5.476073744,,10.34470933,3.274955271,6.82793373,12.25635409
2147,1.667,2.619,5.475,,10.373,3.26,6.835,12.284,,,,1.66666449,2.619475027,5.47547888,,10.37279787,3.259946566,6.834853452,12.28377875
2148,1.646,2.601,5.465,,10.39,3.235,6.831,12.3,,,,1.645650293,2.600951137,5.464528799,,10.38997644,3.235021013,6.831314262,12.30032088
2149,1.631,2.588,5.459,,10.412,3.216,6.833,12.322,,,,1.630787121,2.588398868,5.459292155,,10.41226251,3.216253353,6.833388771,12.32191166
2150,1.62,2.58,5.458,,10.438,3.201,6.839,12.346,,,,1.619845051,2.579593061,5.457615634,,10.43771326,3.201462599,6.83899372,12.34647695
2151,1.613,2.575,5.46,,10.466,3.191,6.848,12.374,,,,1.612850222,2.574634157,5.459503548,,10.46624185,3.190646289,6.84808678,12.37394958
2152,1.624,2.587,5.479,,10.512,3.198,6.875,12.418,,,,1.623838578,2.587459778,5.478973095,,10.51200383,3.197875214,6.874753703,12.41847072
2153,1.652,2.617,5.515,,10.574,3.222,6.918,12.479,,,,1.6517862,2.617112958,5.515011327,,10.57378242,3.222208002,6.918004888,12.47901846
2154,1.672,2.638,5.542,,10.627,3.238,6.953,12.531,,,,1.671573655,2.638417091,5.542472791,,10.62683574,3.238490203,6.952636812,12.53060664
2155,1.664,2.632,5.542,,10.652,3.227,6.959,12.554,,,,1.663920215,2.632179959,5.542109377,,10.65174917,3.227484805,6.959414365,12.55386495
2156,1.653,2.622,5.538,,10.672,3.213,6.962,12.573,,,,1.652674492,2.622217291,5.537857727,,10.67228452,3.213039767,6.962176758,12.57265956
2157,1.63,2.601,5.522,,10.681,3.187,6.953,12.579,,,,1.630207064,2.600850116,5.52197469,,10.68094495,3.187488363,6.953345449,12.57939027
2158,1.601,2.572,5.499,,10.682,3.155,6.937,12.578,,,,1.600783581,2.572357498,5.498752765,,10.68187497,3.154994636,6.937155372,12.57824514
2159,1.576,2.548,5.48,,10.687,3.127,6.925,12.581,,,,1.575882795,2.54834288,5.479757418,,10.68668668,3.127209523,6.925154056,12.58096702
2160,1.56,2.533,5.47,,10.7,3.109,6.922,12.592,,,,1.56027703,2.533440859,5.469648278,,10.70007912,3.108808273,6.922037654,12.59218028
2161,1.557,2.53,5.471,,10.725,3.103,6.931,12.615,,,,1.556682068,2.530494655,5.471227769,,10.72492462,3.102547164,6.930548408,12.61470243
2162,1.57,2.544,5.489,,10.766,3.113,6.956,12.653,,,,1.570065167,2.544298398,5.489370799,,10.7660608,3.113305948,6.955579499,12.65349513
2163,1.602,2.576,5.526,,10.825,3.142,6.999,12.71,,,,1.601685379,2.576267791,5.525532016,,10.82484182,3.142454298,6.998537107,12.70979926
2164,1.632,2.607,5.56,,10.882,3.171,7.04,12.764,,,,1.632393205,2.607147112,5.560301727,,10.88207306,3.170730395,7.040183195,12.76444888
2165,1.617,2.592,5.549,,10.893,3.153,7.036,12.773,,,,1.617228305,2.59208578,5.548895008,,10.89255498,3.153228562,7.035603704,12.77254764
2166,1.619,2.594,5.554,,10.919,3.153,7.047,12.797,,,,1.618810128,2.593567213,5.553899602,,10.91933066,3.152525305,7.047397285,12.79667181
2167,1.582,2.556,5.52,,10.907,3.113,7.02,12.781,,,,1.581526772,2.55614554,5.519740183,,10.90653443,3.113095295,7.019973309,12.78125276
2168,1.554,2.529,5.495,,10.903,3.084,7.002,12.775,,,,1.554347816,2.528640928,5.495241149,,10.90320455,3.083831663,7.002208441,12.7752867
2169,1.534,2.508,5.478,,10.906,3.062,6.991,12.776,,,,1.534328835,2.508184297,5.477648916,,10.90632252,3.061798979,6.991264336,12.77574386
2170,1.522,2.495,5.467,,10.917,3.048,6.988,12.783,,,,1.522014246,2.495314606,5.467352122,,10.91674408,3.047569735,6.987622888,12.78322783
2171,1.517,2.49,5.464,,10.934,3.041,6.991,12.798,,,,1.517144719,2.489750082,5.464239304,,10.93381589,3.04087125,6.991063475,12.79751696
2172,1.525,2.497,5.474,,10.963,3.047,7.007,12.824,,,,1.52518699,2.497064066,5.473760384,,10.96318813,3.047275244,7.007151764,12.82410757
2173,1.554,2.525,5.504,,11.013,3.075,7.044,12.871,,,,1.554261404,2.525268021,5.503904951,,11.01300548,3.07474362,7.043846792,12.8710127
2174,1.571,2.541,5.521,,11.049,3.09,7.067,12.904,,,,1.570568516,2.540541001,5.520940414,,11.04944177,3.089523013,7.067401728,12.9044567
2175,1.585,2.554,5.536,,11.083,3.102,7.089,12.935,,,,1.58499273,2.553802336,5.535723174,,11.08337673,3.102481404,7.088690777,12.93540829
2176,1.584,2.552,5.535,,11.102,3.1,7.094,12.951,,,,1.584202364,2.551767448,5.535091408,,11.10153836,3.100331538,7.094415448,12.95051614
2177,1.567,2.533,5.517,,11.102,3.082,7.083,12.948,,,,1.566720651,2.532905072,5.517478567,,11.10239068,3.081534203,7.083180647,12.94826098
2178,1.543,2.507,5.493,,11.096,3.056,7.065,12.939,,,,1.542500347,2.507214022,5.492848597,,11.09595401,3.056137579,7.064859965,12.93867927
2179,1.528,2.491,5.477,,11.099,3.04,7.056,12.938,,,,1.527802565,2.490986661,5.477362629,,11.09854063,3.040340127,7.055688125,12.93797375
2180,1.512,2.473,5.46,,11.099,3.023,7.045,12.935,,,,1.511895543,2.473361476,5.460311417,,11.09932677,3.023401382,7.044912602,12.93547146
2181,1.502,2.462,5.449,,11.106,3.013,7.04,12.939,,,,1.502410302,2.462061179,5.449378146,,11.10592738,3.012954696,7.040211307,12.93882243
2182,1.494,2.452,5.44,,11.113,3.004,7.037,12.943,,,,1.494254391,2.451971144,5.439522951,,11.11323988,3.003963698,7.036531587,12.94284646
2183,1.491,2.447,5.434,,11.125,3,7.038,12.951,,,,1.491226541,2.446912297,5.43442589,,11.12513254,3.000161749,7.037683153,12.9513955
2184,1.495,2.449,5.436,,11.144,3.004,7.046,12.967,,,,1.495397859,2.449007041,5.436307359,,11.14367749,3.003667528,7.045703607,12.96663987
2185,1.51,2.461,5.448,,11.172,3.018,7.064,12.992,,,,1.510094724,2.461426703,5.448377706,,11.17211044,3.017681435,7.063802136,12.99171022
2186,1.544,2.493,5.479,,11.219,3.051,7.101,13.035,,,,1.543766761,2.492769595,5.479075107,,11.2190741,3.050862087,7.100584903,13.0351805
2187,1.55,2.496,5.482,,11.238,3.057,7.11,13.051,,,,1.54996393,2.496493626,5.482040157,,11.23793372,3.056587888,7.109546948,13.05058315
2188,1.561,2.505,5.489,,11.261,3.067,7.123,13.07,,,,1.560570268,2.504577861,5.489067186,,11.26074003,3.066834232,7.122540382,13.06979254
2189,1.569,2.51,5.493,,11.281,3.075,7.133,13.086,,,,1.568715104,2.510090444,5.493320173,,11.28054292,3.0746419,7.132828073,13.0859347
2190,1.547,2.486,5.468,,11.27,3.053,7.113,13.072,,,,1.547484859,2.48617809,5.468003345,,11.27047356,3.053236722,7.113462674,13.07220316
2191,1.529,2.465,5.446,,11.263,3.035,7.097,13.061,,,,1.529415007,2.465361219,5.445563535,,11.2631681,3.035074492,7.096859874,13.06113981
2192,1.518,2.451,5.43,,11.262,3.024,7.087,13.057,,,,1.518334292,2.451476001,5.429893788,,11.26233049,3.023818037,7.087152233,13.05669539
2193,1.516,2.446,5.423,,11.27,3.021,7.086,13.06,,,,1.515540756,2.446047887,5.422784727,,11.26971638,3.02088096,7.085807284,13.06037166
2194,1.515,2.443,5.418,,11.279,3.02,7.087,13.066,,,,1.515000911,2.443043776,5.418035981,,11.27922335,3.020158871,7.086795808,13.06610239
2195,1.525,2.45,5.423,,11.299,3.03,7.098,13.082,,,,1.524575907,2.450257155,5.423485197,,11.29875929,3.029566877,7.097986933,13.08183722
2196,1.555,2.479,5.45,,11.339,3.06,7.13,13.118,,,,1.555196468,2.478620768,5.449935839,,11.33910807,3.059955857,7.130236651,13.11835426
2197,1.587,2.508,5.478,,11.38,3.091,7.164,13.156,,,,1.586934757,2.508226767,5.477629506,,11.38041662,3.091456321,7.163583486,13.15579116
2198,1.605,2.524,5.492,,11.408,3.109,7.183,13.179,,,,1.605076339,2.524267315,5.491681313,,11.40794536,3.109307234,7.183323098,13.1793561
2199,1.598,2.515,5.481,,11.41,3.102,7.178,13.177,,,,1.597994833,2.515178463,5.480516735,,11.41007602,3.101908376,7.177789509,13.17746134
2200,1.584,2.499,5.462,,11.405,3.087,7.165,13.168,,,,1.58383638,2.499018634,5.462344145,,11.40491936,3.08740372,7.165187038,13.16829738
2201,1.559,2.472,5.433,,11.389,3.062,7.142,13.148,,,,1.558799038,2.472113188,5.433262337,,11.38873508,3.062022245,7.141684941,13.14796669
2202,1.549,2.46,5.419,,11.387,3.052,7.133,13.142,,,,1.548841354,2.460283933,5.419145469,,11.3874052,3.051686419,7.133180288,13.14248471
2203,1.541,2.45,5.407,,11.388,3.043,7.127,13.139,,,,1.540850946,2.450485562,5.407012565,,11.38772184,3.043277824,7.12657772,13.13866911
2204,1.527,2.435,5.389,,11.382,3.029,7.114,13.129,,,,1.527368789,2.43516538,5.389340064,,11.38226476,3.029369029,7.114447997,13.1290462
2205,1.523,2.429,5.38,,11.385,3.024,7.111,13.128,,,,1.522555896,2.428627297,5.380248445,,11.38524475,3.024095074,7.110933138,13.12786772
2206,1.517,2.421,5.37,,11.387,3.018,7.106,13.125,,,,1.516669829,2.421059107,5.370043919,,11.38699967,3.017769685,7.106295105,13.12535683
2207,1.523,2.426,5.372,,11.4,3.023,7.114,13.135,,,,1.522791975,2.425615777,5.371778865,,11.40042935,3.023484536,7.113699112,13.13465826
2208,1.541,2.442,5.385,,11.426,3.041,7.133,13.156,,,,1.541167343,2.442323641,5.385406316,,11.42588094,3.041306916,7.133146497,13.15573138
2209,1.561,2.461,5.401,,11.453,3.061,7.154,13.178,,,,1.561369091,2.461058453,5.401139747,,11.45294603,3.061061352,7.154406792,13.17846912
2210,1.576,2.475,5.412,,11.475,3.076,7.17,13.196,,,,1.576446852,2.474619632,5.411776969,,11.47467904,3.075677018,7.170488663,13.19581696
2211,1.576,2.473,5.407,,11.481,3.075,7.171,13.198,,,,1.576250621,2.47293584,5.407172341,,11.48079446,3.075018324,7.171170152,13.19757584
2212,1.574,2.469,5.401,,11.485,3.072,7.17,13.197,,,,1.573938335,2.469193432,5.400516197,,11.48463586,3.072254975,7.169682649,13.19690527
2213,1.558,2.452,5.38,,11.475,3.056,7.155,13.182,,,,1.55819389,2.451984639,5.380359031,,11.47470305,3.055993015,7.154594129,13.18246605
2214,1.549,2.442,5.367,,11.471,3.047,7.146,13.175,,,,1.549316298,2.44164257,5.367046071,,11.47141937,3.046637398,7.146297874,13.17462106
2215,1.526,2.417,5.339,,11.453,3.023,7.124,13.152,,,,1.526084257,2.416981102,5.339268081,,11.45338223,3.022942652,7.123502858,13.15209618
2216,1.513,2.402,5.321,,11.445,3.009,7.111,13.139,,,,1.512743489,2.402248432,5.321444231,,11.44515005,3.009093239,7.110501495,13.13923042
2217,1.511,2.399,5.315,,11.449,3.007,7.109,13.138,,,,1.511346597,2.399448136,5.315488063,,11.44861941,3.007193273,7.109352501,13.13805528
2218,1.513,2.4,5.313,,11.455,3.009,7.112,13.14,,,,1.513427075,2.400224923,5.313012929,,11.45528366,3.008726731,7.111531073,13.14002124
2219,1.531,2.416,5.326,,11.477,3.026,7.129,13.157,,,,1.530836783,2.416373064,5.32591406,,11.47704544,3.02555064,7.128930617,13.15697685
2220,1.558,2.442,5.348,,11.508,3.052,7.156,13.183,,,,1.557945622,2.442177269,5.348482082,,11.50813951,3.051950321,7.155843463,13.18337959
2221,1.578,2.461,5.364,,11.532,3.071,7.176,13.202,,,,1.57803224,2.460953465,5.363925631,,11.53200459,3.071262431,7.175573925,13.20244241
2222,1.607,2.489,5.388,,11.565,3.1,7.204,13.23,,,,1.6072629,2.488922449,5.388432341,,11.5648133,3.09968444,7.204337655,13.23032117
2223,1.594,2.474,5.37,,11.555,3.085,7.19,13.215,,,,1.593870358,2.474128745,5.370114633,,11.55460432,3.085251458,7.190223926,13.21513266
2224,1.571,2.45,5.342,,11.535,3.061,7.167,13.19,,,,1.570959207,2.449857336,5.342298459,,11.53455725,3.061230905,7.166504121,13.19019298
2225,1.551,2.429,5.318,,11.517,3.04,7.146,13.168,,,,1.551216528,2.428784168,5.317658129,,11.51747456,3.04035302,7.145783062,13.16814373
2226,1.527,2.403,5.289,,11.496,3.015,7.121,13.141,,,,1.527232053,2.403481698,5.288657283,,11.49581664,3.015101039,7.120601144,13.14144818
2227,1.521,2.396,5.277,,11.492,3.007,7.113,13.132,,,,1.520835591,2.395797219,5.277277789,,11.4916504,3.007424857,7.112908278,13.13199533
2228,1.511,2.384,5.262,,11.483,2.996,7.101,13.119,,,,1.51067665,2.384388284,5.261986321,,11.4833821,2.995877373,7.101210959,13.1185124
2229,1.521,2.393,5.267,,11.495,3.004,7.11,13.125,,,,1.520754782,2.393238092,5.266867952,,11.49505265,3.004434265,7.109647533,13.12502205
