year,SSP1-1.9,SSP1-2.6,SSP2-4.5,SSP3-3.4,SSP3-7.0,SSP4-3.4,SSP4-6.0,SSP5-8.5,,,,total 1-1.9,total 1-2.6,total 2-4.5,total 3-3.4,total 3-7.0,total 4-3.4,total 4-6.0,total 5-8.5
1898,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,,,,0.376296351,0.376296351,0.376296351,0.376296351,0.376296351,0.376296351,0.376296351,0.376296351
1899,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,,,,0.347274455,0.347274455,0.347274455,0.347274455,0.347274455,0.347274455,0.347274455,0.347274455
1900,0.339,0.339,0.339,0.339,0.339,0.339,0.339,0.339,,,,0.339334662,0.339334662,0.339334662,0.339334662,0.339334662,0.339334662,0.339334662,0.339334662
1901,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,,,,0.331694252,0.331694252,0.331694252,0.331694252,0.331694252,0.331694252,0.331694252,0.331694252
1902,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,,,,0.099169156,0.099169156,0.099169156,0.099169156,0.099169156,0.099169156,0.099169156,0.099169156
1903,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,,,,-0.599713485,-0.599713485,-0.599713485,-0.599713485,-0.599713485,-0.599713485,-0.599713485,-0.599713485
1904,-0.122,-0.122,-0.122,-0.122,-0.122,-0.122,-0.122,-0.122,,,,-0.121548838,-0.121548838,-0.121548838,-0.121548838,-0.121548838,-0.121548838,-0.121548838,-0.121548838
1905,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,,,,0.218511249,0.218511249,0.218511249,0.218511249,0.218511249,0.218511249,0.218511249,0.218511249
1906,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,,,,0.340981015,0.340981015,0.340981015,0.340981015,0.340981015,0.340981015,0.340981015,0.340981015
1907,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,,,,0.133297262,0.133297262,0.133297262,0.133297262,0.133297262,0.133297262,0.133297262,0.133297262
1908,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,,,,0.278007288,0.278007288,0.278007288,0.278007288,0.278007288,0.278007288,0.278007288,0.278007288
1909,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,,,,0.325796473,0.325796473,0.325796473,0.325796473,0.325796473,0.325796473,0.325796473,0.325796473
1910,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,,,,0.297694912,0.297694912,0.297694912,0.297694912,0.297694912,0.297694912,0.297694912,0.297694912
1911,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,,,,0.300784491,0.300784491,0.300784491,0.300784491,0.300784491,0.300784491,0.300784491,0.300784491
1912,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,-0.284,,,,-0.283521907,-0.283521907,-0.283521907,-0.283521907,-0.283521907,-0.283521907,-0.283521907,-0.283521907
1913,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,,,,-0.199670063,-0.199670063,-0.199670063,-0.199670063,-0.199670063,-0.199670063,-0.199670063,-0.199670063
1914,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,,,,0.15395861,0.15395861,0.15395861,0.15395861,0.15395861,0.15395861,0.15395861,0.15395861
1915,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,,,,0.382038487,0.382038487,0.382038487,0.382038487,0.382038487,0.382038487,0.382038487,0.382038487
1916,0.422,0.422,0.422,0.422,0.422,0.422,0.422,0.422,,,,0.421617775,0.421617775,0.421617775,0.421617775,0.421617775,0.421617775,0.421617775,0.421617775
1917,0.434,0.434,0.434,0.434,0.434,0.434,0.434,0.434,,,,0.434293351,0.434293351,0.434293351,0.434293351,0.434293351,0.434293351,0.434293351,0.434293351
1918,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,,,,0.449111939,0.449111939,0.449111939,0.449111939,0.449111939,0.449111939,0.449111939,0.449111939
1919,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,,,,0.488735541,0.488735541,0.488735541,0.488735541,0.488735541,0.488735541,0.488735541,0.488735541
1920,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,,,,0.429874157,0.429874157,0.429874157,0.429874157,0.429874157,0.429874157,0.429874157,0.429874157
1921,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,,,,0.493895451,0.493895451,0.493895451,0.493895451,0.493895451,0.493895451,0.493895451,0.493895451
1922,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,,,,0.340817383,0.340817383,0.340817383,0.340817383,0.340817383,0.340817383,0.340817383,0.340817383
1923,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,,,,0.359556786,0.359556786,0.359556786,0.359556786,0.359556786,0.359556786,0.359556786,0.359556786
1924,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,,,,0.465389724,0.465389724,0.465389724,0.465389724,0.465389724,0.465389724,0.465389724,0.465389724
1925,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,,,,0.489350356,0.489350356,0.489350356,0.489350356,0.489350356,0.489350356,0.489350356,0.489350356
1926,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,,,,0.506467455,0.506467455,0.506467455,0.506467455,0.506467455,0.506467455,0.506467455,0.506467455
1927,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,,,,0.506875366,0.506875366,0.506875366,0.506875366,0.506875366,0.506875366,0.506875366,0.506875366
1928,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,,,,0.452696747,0.452696747,0.452696747,0.452696747,0.452696747,0.452696747,0.452696747,0.452696747
1929,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,,,,0.224766681,0.224766681,0.224766681,0.224766681,0.224766681,0.224766681,0.224766681,0.224766681
1930,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,,,,0.477797214,0.477797214,0.477797214,0.477797214,0.477797214,0.477797214,0.477797214,0.477797214
1931,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,,,,0.53485109,0.53485109,0.53485109,0.53485109,0.53485109,0.53485109,0.53485109,0.53485109
1932,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,,,,0.379437542,0.379437542,0.379437542,0.379437542,0.379437542,0.379437542,0.379437542,0.379437542
1933,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,,,,0.510727919,0.510727919,0.510727919,0.510727919,0.510727919,0.510727919,0.510727919,0.510727919
1934,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,,,,0.517998473,0.517998473,0.517998473,0.517998473,0.517998473,0.517998473,0.517998473,0.517998473
1935,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,,,,0.528004936,0.528004936,0.528004936,0.528004936,0.528004936,0.528004936,0.528004936,0.528004936
1936,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,,,,0.561884803,0.561884803,0.561884803,0.561884803,0.561884803,0.561884803,0.561884803,0.561884803
1937,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,,,,0.554261753,0.554261753,0.554261753,0.554261753,0.554261753,0.554261753,0.554261753,0.554261753
1938,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,,,,0.601730207,0.601730207,0.601730207,0.601730207,0.601730207,0.601730207,0.601730207,0.601730207
1939,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,,,,0.570321414,0.570321414,0.570321414,0.570321414,0.570321414,0.570321414,0.570321414,0.570321414
1940,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,,,,0.520841138,0.520841138,0.520841138,0.520841138,0.520841138,0.520841138,0.520841138,0.520841138
1941,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,,,,0.501564329,0.501564329,0.501564329,0.501564329,0.501564329,0.501564329,0.501564329,0.501564329
1942,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,,,,0.475286256,0.475286256,0.475286256,0.475286256,0.475286256,0.475286256,0.475286256,0.475286256
1943,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,,,,0.464872712,0.464872712,0.464872712,0.464872712,0.464872712,0.464872712,0.464872712,0.464872712
1944,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,,,,0.48759556,0.48759556,0.48759556,0.48759556,0.48759556,0.48759556,0.48759556,0.48759556
1945,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,,,,0.604181381,0.604181381,0.604181381,0.604181381,0.604181381,0.604181381,0.604181381,0.604181381
1946,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,,,,0.640887058,0.640887058,0.640887058,0.640887058,0.640887058,0.640887058,0.640887058,0.640887058
1947,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,,,,0.640581886,0.640581886,0.640581886,0.640581886,0.640581886,0.640581886,0.640581886,0.640581886
1948,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,,,,0.630054712,0.630054712,0.630054712,0.630054712,0.630054712,0.630054712,0.630054712,0.630054712
1949,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,,,,0.665480598,0.665480598,0.665480598,0.665480598,0.665480598,0.665480598,0.665480598,0.665480598
1950,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,,,,0.587848311,0.587848311,0.587848311,0.587848311,0.587848311,0.587848311,0.587848311,0.587848311
1951,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,,,,0.552024616,0.552024616,0.552024616,0.552024616,0.552024616,0.552024616,0.552024616,0.552024616
1952,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,,,,0.538355437,0.538355437,0.538355437,0.538355437,0.538355437,0.538355437,0.538355437,0.538355437
1953,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,,,,0.520261174,0.520261174,0.520261174,0.520261174,0.520261174,0.520261174,0.520261174,0.520261174
1954,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,,,,0.525887364,0.525887364,0.525887364,0.525887364,0.525887364,0.525887364,0.525887364,0.525887364
1955,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,,,,0.520844445,0.520844445,0.520844445,0.520844445,0.520844445,0.520844445,0.520844445,0.520844445
1956,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,,,,0.541069873,0.541069873,0.541069873,0.541069873,0.541069873,0.541069873,0.541069873,0.541069873
1957,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,,,,0.574587491,0.574587491,0.574587491,0.574587491,0.574587491,0.574587491,0.574587491,0.574587491
1958,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,,,,0.613839974,0.613839974,0.613839974,0.613839974,0.613839974,0.613839974,0.613839974,0.613839974
1959,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,,,,0.576028124,0.576028124,0.576028124,0.576028124,0.576028124,0.576028124,0.576028124,0.576028124
1960,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,,,,0.5366758,0.5366758,0.5366758,0.5366758,0.5366758,0.5366758,0.5366758,0.5366758
1961,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,,,,0.463667643,0.463667643,0.463667643,0.463667643,0.463667643,0.463667643,0.463667643,0.463667643
1962,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.264,,,,0.264327857,0.264327857,0.264327857,0.264327857,0.264327857,0.264327857,0.264327857,0.264327857
1963,-0.669,-0.669,-0.669,-0.669,-0.669,-0.669,-0.669,-0.669,,,,-0.668736888,-0.668736888,-0.668736888,-0.668736888,-0.668736888,-0.668736888,-0.668736888,-0.668736888
1964,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,-0.396,,,,-0.396074819,-0.396074819,-0.396074819,-0.396074819,-0.396074819,-0.396074819,-0.396074819,-0.396074819
1965,-0.077,-0.077,-0.077,-0.077,-0.077,-0.077,-0.077,-0.077,,,,-0.076894153,-0.076894153,-0.076894153,-0.076894153,-0.076894153,-0.076894153,-0.076894153,-0.076894153
1966,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,,,,0.415946173,0.415946173,0.415946173,0.415946173,0.415946173,0.415946173,0.415946173,0.415946173
1967,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,,,,0.189793861,0.189793861,0.189793861,0.189793861,0.189793861,0.189793861,0.189793861,0.189793861
1968,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,,,,0.331746199,0.331746199,0.331746199,0.331746199,0.331746199,0.331746199,0.331746199,0.331746199
1969,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,,,,0.436893927,0.436893927,0.436893927,0.436893927,0.436893927,0.436893927,0.436893927,0.436893927
1970,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,,,,0.418944029,0.418944029,0.418944029,0.418944029,0.418944029,0.418944029,0.418944029,0.418944029
1971,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,,,,0.284737261,0.284737261,0.284737261,0.284737261,0.284737261,0.284737261,0.284737261,0.284737261
1972,0.392,0.392,0.392,0.392,0.392,0.392,0.392,0.392,,,,0.392233069,0.392233069,0.392233069,0.392233069,0.392233069,0.392233069,0.392233069,0.392233069
1973,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,,,,0.54773505,0.54773505,0.54773505,0.54773505,0.54773505,0.54773505,0.54773505,0.54773505
1974,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,,,,0.455921294,0.455921294,0.455921294,0.455921294,0.455921294,0.455921294,0.455921294,0.455921294
1975,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.264,,,,0.263639935,0.263639935,0.263639935,0.263639935,0.263639935,0.263639935,0.263639935,0.263639935
1976,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,,,,0.494557869,0.494557869,0.494557869,0.494557869,0.494557869,0.494557869,0.494557869,0.494557869
1977,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,,,,0.663437129,0.663437129,0.663437129,0.663437129,0.663437129,0.663437129,0.663437129,0.663437129
1978,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,,,,0.786271639,0.786271639,0.786271639,0.786271639,0.786271639,0.786271639,0.786271639,0.786271639
1979,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,,,0.84382174,0.84382174,0.84382174,0.84382174,0.84382174,0.84382174,0.84382174,0.84382174
1980,0.858,0.858,0.858,0.858,0.858,0.858,0.858,0.858,,,,0.857550523,0.857550523,0.857550523,0.857550523,0.857550523,0.857550523,0.857550523,0.857550523
1981,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,,,,0.910342163,0.910342163,0.910342163,0.910342163,0.910342163,0.910342163,0.910342163,0.910342163
1982,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,,,,0.530039722,0.530039722,0.530039722,0.530039722,0.530039722,0.530039722,0.530039722,0.530039722
1983,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,,,,0.192163227,0.192163227,0.192163227,0.192163227,0.192163227,0.192163227,0.192163227,0.192163227
1984,0.632,0.632,0.632,0.632,0.632,0.632,0.632,0.632,,,,0.632302488,0.632302488,0.632302488,0.632302488,0.632302488,0.632302488,0.632302488,0.632302488
1985,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,,,,0.918400387,0.918400387,0.918400387,0.918400387,0.918400387,0.918400387,0.918400387,0.918400387
1986,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,,,,0.97205148,0.97205148,0.97205148,0.97205148,0.97205148,0.97205148,0.97205148,0.97205148
1987,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,,,,1.072218692,1.072218692,1.072218692,1.072218692,1.072218692,1.072218692,1.072218692,1.072218692
1988,1.242,1.242,1.242,1.242,1.242,1.242,1.242,1.242,,,,1.242358554,1.242358554,1.242358554,1.242358554,1.242358554,1.242358554,1.242358554,1.242358554
1989,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,,,,1.407779348,1.407779348,1.407779348,1.407779348,1.407779348,1.407779348,1.407779348,1.407779348
1990,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,,,,1.416185145,1.416185145,1.416185145,1.416185145,1.416185145,1.416185145,1.416185145,1.416185145
1991,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,,,,0.654347199,0.654347199,0.654347199,0.654347199,0.654347199,0.654347199,0.654347199,0.654347199
1992,-0.397,-0.397,-0.397,-0.397,-0.397,-0.397,-0.397,-0.397,,,,-0.39680357,-0.39680357,-0.39680357,-0.39680357,-0.39680357,-0.39680357,-0.39680357,-0.39680357
1993,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,,,,0.56654679,0.56654679,0.56654679,0.56654679,0.56654679,0.56654679,0.56654679,0.56654679
1994,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.228,,,,1.228494201,1.228494201,1.228494201,1.228494201,1.228494201,1.228494201,1.228494201,1.228494201
1995,1.517,1.517,1.517,1.517,1.517,1.517,1.517,1.517,,,,1.516748257,1.516748257,1.516748257,1.516748257,1.516748257,1.516748257,1.516748257,1.516748257
1996,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,,,,1.642103012,1.642103012,1.642103012,1.642103012,1.642103012,1.642103012,1.642103012,1.642103012
1997,1.559,1.559,1.559,1.559,1.559,1.559,1.559,1.559,,,,1.558958981,1.558958981,1.558958981,1.558958981,1.558958981,1.558958981,1.558958981,1.558958981
1998,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,,,,1.699940972,1.699940972,1.699940972,1.699940972,1.699940972,1.699940972,1.699940972,1.699940972
1999,1.934,1.934,1.934,1.934,1.934,1.934,1.934,1.934,,,,1.933550226,1.933550226,1.933550226,1.933550226,1.933550226,1.933550226,1.933550226,1.933550226
2000,2.026,2.026,2.026,2.026,2.026,2.026,2.026,2.026,,,,2.025578931,2.025578931,2.025578931,2.025578931,2.025578931,2.025578931,2.025578931,2.025578931
2001,2.042,2.042,2.042,2.042,2.042,2.042,2.042,2.042,,,,2.042293413,2.042293413,2.042293413,2.042293413,2.042293413,2.042293413,2.042293413,2.042293413
2002,2.007,2.007,2.007,2.007,2.007,2.007,2.007,2.007,,,,2.007223028,2.007223028,2.007223028,2.007223028,2.007223028,2.007223028,2.007223028,2.007223028
2003,1.935,1.935,1.935,1.935,1.935,1.935,1.935,1.935,,,,1.934569124,1.934569124,1.934569124,1.934569124,1.934569124,1.934569124,1.934569124,1.934569124
2004,1.957,1.957,1.957,1.957,1.957,1.957,1.957,1.957,,,,1.957403577,1.957403577,1.957403577,1.957403577,1.957403577,1.957403577,1.957403577,1.957403577
2005,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,,,,1.904309296,1.904309296,1.904309296,1.904309296,1.904309296,1.904309296,1.904309296,1.904309296
2006,1.885,1.885,1.885,1.885,1.885,1.885,1.885,1.885,,,,1.884669866,1.884669866,1.884669866,1.884669866,1.884669866,1.884669866,1.884669866,1.884669866
2007,1.942,1.942,1.942,1.942,1.942,1.942,1.942,1.942,,,,1.942468734,1.942468734,1.942468734,1.942468734,1.942468734,1.942468734,1.942468734,1.942468734
2008,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052,,,,2.051692761,2.051692761,2.051692761,2.051692761,2.051692761,2.051692761,2.051692761,2.051692761
2009,2.128,2.128,2.128,2.128,2.128,2.128,2.128,2.128,,,,2.128211748,2.128211748,2.128211748,2.128211748,2.128211748,2.128211748,2.128211748,2.128211748
2010,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,,,,2.236903633,2.236903633,2.236903633,2.236903633,2.236903633,2.236903633,2.236903633,2.236903633
2011,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,,,,2.289789594,2.289789594,2.289789594,2.289789594,2.289789594,2.289789594,2.289789594,2.289789594
2012,2.357,2.357,2.357,2.357,2.357,2.357,2.357,2.357,,,,2.35742109,2.35742109,2.35742109,2.35742109,2.35742109,2.35742109,2.35742109,2.35742109
2013,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,,,,2.525990963,2.525990963,2.525990963,2.525990963,2.525990963,2.525990963,2.525990963,2.525990963
2014,2.558,2.558,2.558,2.558,2.558,2.558,2.558,2.558,,,,2.558242346,2.558242346,2.558242346,2.558242346,2.558242346,2.558242346,2.558242346,2.558242346
2015,2.621,2.621,2.621,2.635,2.621,2.621,2.621,2.621,,,,2.621443765,2.621444433,2.621442295,2.635326947,2.621439699,2.621440878,2.621441285,2.621441993
2016,2.631,2.631,2.63,2.624,2.626,2.628,2.628,2.634,,,,2.631003524,2.63066059,2.630346469,2.624266154,2.625581735,2.628087209,2.628087196,2.633921579
2017,2.661,2.66,2.661,2.618,2.644,2.653,2.653,2.675,,,,2.661159351,2.659554403,2.66077785,2.617667434,2.644135998,2.652976336,2.652976257,2.675134072
2018,2.695,2.691,2.699,2.603,2.667,2.683,2.683,2.733,,,,2.695415604,2.691140506,2.698753169,2.603370915,2.666734348,2.683095605,2.683095548,2.733290824
2019,2.746,2.737,2.758,2.592,2.712,2.737,2.737,2.824,,,,2.745777044,2.736990658,2.758222378,2.592323565,2.711765766,2.736518247,2.736518197,2.82386389
2020,2.813,2.799,2.832,2.585,2.762,2.799,2.799,2.935,,,,2.812783561,2.798815201,2.83231218,2.584568389,2.761809718,2.799360195,2.799360323,2.935434478
2021,2.897,2.876,2.903,2.666,2.842,2.882,2.875,3.021,,,,2.896915908,2.875904523,2.903233563,2.666014507,2.842259975,2.882239712,2.874788186,3.021322075
2022,2.981,2.955,2.977,2.75,2.927,2.967,2.954,3.112,,,,2.981064658,2.954525429,2.976799451,2.74950157,2.927001036,2.96692733,2.953678357,3.111847194
2023,3.043,3.014,3.032,2.815,2.995,3.031,3.016,3.187,,,,3.043414761,3.014397913,3.032345549,2.814646243,2.994977496,3.031277376,3.015997386,3.187108177
2024,3.087,3.058,3.074,2.865,3.05,3.079,3.065,3.251,,,,3.087381755,3.058088188,3.073767233,2.864883564,3.04982061,3.079107523,3.065166198,3.250762756
2025,3.111,3.083,3.098,2.897,3.088,3.108,3.098,3.299,,,,3.111052912,3.083140309,3.097872032,2.897199079,3.088344832,3.107539362,3.098149834,3.299354816
2026,3.128,3.104,3.119,2.926,3.124,3.131,3.129,3.346,,,,3.127909742,3.104145997,3.118547087,2.925764639,3.124437499,3.130735983,3.129017236,3.346360088
2027,3.141,3.123,3.139,2.953,3.161,3.151,3.16,3.394,,,,3.140722289,3.123382664,3.138689418,2.953079422,3.160619455,3.151313232,3.160003717,3.394371362
2028,3.166,3.156,3.173,2.995,3.212,3.185,3.207,3.459,,,,3.165576667,3.156223166,3.173452108,2.994791362,3.212447187,3.185191885,3.206897968,3.459383053
2029,3.181,3.181,3.201,3.029,3.258,3.21,3.247,3.519,,,,3.180507973,3.180798655,3.201373101,3.02883903,3.25800917,3.210300879,3.247469894,3.518705698
2030,3.201,3.212,3.237,3.07,3.312,3.242,3.297,3.588,,,,3.201032536,3.212483897,3.236826616,3.07013813,3.311751149,3.241886028,3.296713411,3.587575725
2031,3.195,3.237,3.282,3.114,3.366,3.271,3.348,3.649,,,,3.195306088,3.236948436,3.281544854,3.114041188,3.366498688,3.271265954,3.347531912,3.648561001
2032,3.198,3.271,3.337,3.169,3.432,3.31,3.409,3.722,,,,3.197833552,3.270586568,3.336719304,3.168888838,3.432268246,3.310427851,3.409214427,3.721904111
2033,3.219,3.322,3.411,3.244,3.518,3.368,3.49,3.817,,,,3.218863454,3.322044881,3.410640302,3.243643181,3.5178147,3.368202388,3.489760554,3.816572468
2034,3.255,3.388,3.5,3.335,3.62,3.442,3.586,3.929,,,,3.254899771,3.388397077,3.500029038,3.334667295,3.619519711,3.44150648,3.586238021,3.929235333
2035,3.256,3.419,3.555,3.393,3.688,3.481,3.648,4.01,,,,3.256237273,3.419166413,3.555083326,3.392762309,3.687740447,3.480862529,3.648438873,4.009972955
2036,3.269,3.461,3.622,3.464,3.768,3.532,3.723,4.105,,,,3.268866237,3.460936704,3.621842131,3.463612276,3.768415097,3.53205377,3.722853549,4.104849621
2037,3.246,3.467,3.654,3.501,3.815,3.549,3.763,4.167,,,,3.246319926,3.467056479,3.653829688,3.500622837,3.815309261,3.548826598,3.763013676,4.167062805
2038,3.239,3.489,3.702,3.555,3.879,3.581,3.819,4.247,,,,3.239310246,3.488522901,3.702151685,3.554790724,3.878990978,3.581333138,3.819455974,4.247483012
2039,3.207,3.485,3.726,3.586,3.919,3.59,3.852,4.305,,,,3.207384402,3.485051643,3.726016607,3.585977247,3.91902966,3.589926442,3.851960997,4.305480018
2040,3.176,3.482,3.751,3.619,3.961,3.599,3.886,4.366,,,,3.176035091,3.48189158,3.751031224,3.618984829,3.96095025,3.599463882,3.885788295,4.366314792
2041,3.143,3.472,3.78,3.611,4.005,3.611,3.923,4.433,,,,3.142749747,3.472240958,3.779998572,3.611096421,4.004601297,3.611436012,3.923190749,4.432656216
2042,3.123,3.476,3.823,3.619,4.063,3.637,3.975,4.515,,,,3.12327653,3.476305837,3.823469393,3.618589348,4.063090071,3.637422661,3.974672526,4.514874391
2043,3.112,3.488,3.874,3.634,4.13,3.671,4.034,4.607,,,,3.111906065,3.487876284,3.874439223,3.634463926,4.129921439,3.670875511,4.033945714,4.606547891
2044,3.11,3.509,3.934,3.66,4.207,3.713,4.102,4.709,,,,3.11019504,3.508530378,3.934332641,3.660171932,4.206585225,3.713201805,4.102217704,4.708788172
2045,3.132,3.552,4.017,3.71,4.307,3.779,4.194,4.836,,,,3.131560715,3.552127718,4.017284668,3.709718039,4.307074821,3.778552065,4.19360451,4.835896272
2046,3.141,3.584,4.088,3.748,4.396,3.831,4.273,4.953,,,,3.1411466,3.583553126,4.088117642,3.747785126,4.396052434,3.83144619,4.272638727,4.952517183
2047,3.153,3.617,4.161,3.789,4.488,3.886,4.354,5.073,,,,3.153180441,3.617112218,4.16145268,3.789110176,4.488094999,3.886376092,4.353670118,5.072855145
2048,3.14,3.625,4.209,3.806,4.555,3.916,4.41,5.169,,,,3.140111723,3.625324786,4.209210353,3.805663287,4.555498382,3.915852395,4.409512854,5.169442974
2049,3.102,3.608,4.232,3.797,4.598,3.92,4.44,5.242,,,,3.102006557,3.608164126,4.231701432,3.797421435,4.598273385,3.919878991,4.44010283,5.242388338
2050,3.051,3.578,4.242,3.778,4.629,3.911,4.458,5.304,,,,3.051213554,3.578349417,4.241843859,3.777500013,4.629179708,3.911143221,4.458186257,5.304256817
2051,3.017,3.564,4.264,3.767,4.68,3.914,4.495,5.377,,,,3.016811955,3.564429825,4.264029508,3.767364296,4.679597719,3.914426673,4.495121067,5.37704387
2052,2.984,3.551,4.287,3.759,4.732,3.919,4.533,5.452,,,,2.983727219,3.551420027,4.286928735,3.758725198,4.73166697,3.918684298,4.532895964,5.452041862
2053,2.956,3.542,4.314,3.755,4.788,3.927,4.574,5.532,,,,2.95555707,3.542447809,4.313816848,3.754714207,4.788377666,3.927098441,4.574127995,5.531827794
2054,2.943,3.549,4.356,3.766,4.861,3.951,4.63,5.628,,,,2.943320587,3.548630981,4.355587301,3.766419009,4.860626113,3.950879069,4.630386538,5.627603459
2055,2.948,3.571,4.413,3.795,4.95,3.991,4.703,5.74,,,,2.948055296,3.570959137,4.413245315,3.794746121,4.949514799,3.990687624,4.702603029,5.740260241
2056,2.958,3.598,4.475,3.828,5.043,4.035,4.779,5.858,,,,2.957928519,3.597835707,4.475152742,3.827923194,5.043486308,4.035005821,4.778989996,5.858312553
